"uuid"	"uri"	"uuid"	"uri"
f0946e2b-d01e-481f-8506-21f95d7107e4	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"4666fb50-ca2d-4a14-9a8b-e0e97a64252a"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
e1e45afb-9cb0-4e6e-843f-c5c72bb0df29	https://lgc.data.wegenenverkeer.be/ns/installatie#OTN	f813b7b4-53e4-455c-bd34-7e32d1583043	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
f0bbec08-669d-49f8-b67e-65d7d7f147c0	https://lgc.data.wegenenverkeer.be/ns/installatie#OTN	aebb765a-50df-4890-8d9f-a42e4d27a64b	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
bf304bca-b425-4ed7-9b6b-d3f4e195b6a2	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"001fbe7d-8f64-4327-9d67-b0f372342c5a"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
d4e111ba-0350-4fc1-9922-07014f713fc4	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"03510260-bb55-462e-95a5-8bd53c932d68"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
bf755f19-fd2d-49a4-b260-e1ffe2af1a50	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"93c3e1a1-915a-45ce-ae25-7953df539a56"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
bfdb00fe-2865-4880-90b1-d39f0cf4e071	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"6d6f5d27-c6de-4ed0-9f7f-b363353a0029"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
ca8e9654-19d3-4f13-9245-d4536ac75fe3	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"098ed69b-c92a-4232-b5d4-b0207c47154c"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
c0d8032a-22dc-4ad4-950b-cb89f2c02192	https://lgc.data.wegenenverkeer.be/ns/installatie#CEN	"42f35341-c8be-4035-bfc1-e6cca7a10564"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
c101e25a-2cc4-4e38-9c75-ad8bed09793f	https://lgc.data.wegenenverkeer.be/ns/installatie#SDH	"265d7f29-41d0-4fd4-908e-4fbc7110953c"	https://lgc.data.wegenenverkeer.be/ns/installatie#GebouwLegacy
